"ID";"Valid";"SU";"Fn";"Ctx";"Form";"Root"
"bersalah";1;"boga salah";"v";"--";"--";"salah"
"bersama";1;"babarengan";"a";"--";"--";"bareng"
"bersama-sama";1;"babarengan";"a";"--";"--";"bareng"
"bersamaan";1;"babarengan";"a";"--";"--";"bareng"
"bersatu";1;"ngahiji";"v";"--";"--";"hiji"
"bersaudara";1;"duduluran";"a";"--";"--";"dulur"
"bersebelahan";1;"nyabeulahan";"v";"--";"--";"beulah"
"bersembilan";1;"salapanan";"b";"--";"--";"salapan"
"bersembunyi";1;"nyumput";"v";"--";"--";"sumput"
"bersenjata";1;"nyekel pakarang";"v";"--";"--";"pakarang"
"bersepuluh";1;"sapuluhan";"b";"--";"--";"sapuluh"
"berserah";1;"sumerah";"v";"--";"--";"srah"
"berserakan";1;"ambacak";"a";"--";"--";"ambacak"
"bersifat";1;"boga sipat";"v";"--";"--";"sipat"
"bersih";1;"bersih";"a";"--";"--";"bersih"
"bersimpuh";1;"andeprok";"v";"--";"--";"andeprok"
"bersinar-sinar";1;"marahmay";"a";"--";"--";"marahmay"
"berskala";1;"boga skala";"v";"--";"--";"skala"
"bersoraklah";1;"sarurak";"v";"--";"--";"surak"
"bersujud";1;"sumujud";"v";"--";"--";"sumujud"
"bersungut-sungut";1;"ngutruk";"v";"--";"--";"kutruk"
"bertabrakan";1;"tabrakan";"v";"--";"--";"tabrak"
"bertahan";1;"tahan";"v";"--";"--";"tahan"
"bertambah";1;"nambahan";"v";"--";"--";"tambah"
"bertamu";1;"natamu";"v";"--";"--";"tamu"
"bertandang";1;"nyimpang";"v";"--";"--";"simpang"
"bertanding";1;"tanding";"v";"--";"--";"tanding"
"bertanggung";1;"tanggung";"v";"--";"--";"tanggung"
"bertanggungjawab";1;"tanggung jawab";"v";"--";"--";"tanggung"
"bertanya";1;"nanya";"v";"--";"--";"tanya"
"bertanya-tanya";1;"nanya-nanya";"v";"--";"--";"tanya"
"bertata";1;"boga tata";"v";"--";"--";"tata"
"bertelepon";1;"nelepon";"v";"--";"--";"telepon"
"berteman";1;"ngabatur";"v";"--";"--";"ngabatur"
"bertemu";1;"papanggih";"v";"--";"--";"panggih"
"bertemunya";1;"paamprokna";"v";"--";"--";"paamprokna"
"bertengkar";1;"paraséa";"v";"--";"--";"paséa"
"bertentangan";1;"teu saluyu";"v";"--";"--";"saluyu"
"bertepatan";1;"pas pisan";"a";"--";"--";"pas"
"berterbangan";1;"rabeng";"v";"--";"--";"beng"
"berteriak";1;"ceuceuleuweungan";"v";"--";"--";"ceuleuweung"
"berterimakasih";1;"nganuhunkeun";"v";"--";"--";"nuhun"
"bertiga";1;"tiluan";"b";"--";"--";"tilu"
"bertolak";1;"indit";"v";"--";"--";"indit"
"bertolak-belakang";1;"patukang-tonggong";"ad";"--";"--";"tukang"
"bertugas";1;"ngabogaan tugas";"v";"--";"--";"tugas"
"bertujuan";1;"boga tujuan";"v";"--";"--";"tujuan"
"bertujuh";1;"tujuhan";"b";"--";"--";"tujuh"
"berubah";1;"robah";"v";"--";"--";"robah"
"berudu";1;"buruy";"n";"sato";"--";"buruy"
"berujung";1;"boga tungtung";"v";"--";"--";"tungtung"
"berukuran";1;"ukuranana";"v";"--";"--";"ukur"
"berulang-ulang";1;"deudeuieun";"ad";"--";"--";"deui"
"berumput";1;"jukutan";"a";"tutuwuhan";"--";"jukut"
"beruntung";1;"nanjung";"v";"--";"--";"tanjung"
"beruntung";1;"boga untung";"v";"--";"--";"untung"
"berupa";1;"mangrupa";"v";"--";"--";"rupa"
"berupaya";1;"narékahan";"v";"--";"--";"tarékah"
"berurutan";1;"runtuy";"v";"--";"--";"runtuy"
"berusaha";1;"usaha";"v";"--";"--";"usaha"
"berusia";1;"umurna";"n";"--";"--";"umur"
"berutang";1;"nganjuk";"v";"--";"--";"anjuk"
"bervariasi";1;"variatif";"v";"--";"--";"variatif"
"berwarna";1;"boga warna";"v";"--";"--";"warna"
"berwatak";1;"miboga watek";"v";"--";"--";"watek"
"besar";0;"gedé";"a";"--";"--";"gedé"
"besar";1;"badag";"a";"--";"--";"gedé"
"besar-besaran";1;"gegedéan";"a";"--";"--";"gedé"
"besarnya";1;"badagna";"a";"--";"--";"gedé"
"besarnya";0;"gedéna";"a";"--";"--";"gedé"
"beserta";1;"bareng";"v";"--";"--";"bareng"
"besi";1;"beusi";"n";"logam";"--";"beusi"
"besok";1;"isuk";"a";"waktu";"--";"isuk"
"besok";1;"isukan";"n";"waktu";"--";"isuk"
"betah";1;"betah";"a";"--";"--";"betah"
"betis";1;"bitis";"n";"awak";"--";"bitis"
"betul";1;"bener";"a";"--";"--";"bener"
"betul-betul";1;"enyaan";"ad";"--";"--";"enya"
"biasa";1;"dawam";"a";"--";"--";"dawam"
"biasanya";1;"biasana";"--";"--";"--";"biasa"
"biaya";1;"waragad";"n";"--";"--";"waragad"
"biayanya";1;"biayana";"--";"--";"--";"biaya"
"bibinya";1;"bibina";"n";"--";"--";"bibi"
"bibir";1;"biwir";"n";"awak";"--";"biwir"
"bicara";1;"ngomong";"v";"--";"--";"omong"
"bicaranya";1;"ngomongna";"v";"--";"--";"omong"
"bidang";1;"widang";"n";"--";"--";"widang"
"bidik";1;"kécéng";"vi";"--";"--";"kécéng"
"bidikan";1;"kécéngan";"--";"--";"--";"kécéng"
"bijaksana";1;"wijaksana";"a";"--";"--";"wijaksana"
"bijan";1;"wijén";"n";"tutuwuhan";"--";"wijén"
"biji";1;"siki";"n";"tutuwuhan";"--";"seke"
"bikin";1;"nyieun";"v";"--";"--";"nyieun"
"bilang";1;"ngomong";"v";"--";"--";"omong"
"bilateral";1;"bilateral";"a";"--";"--";"bilateral"
"binatang";1;"sato";"n";"--";"--";"sato"
"bingung";1;"bingung";"a";"--";"--";"bingung"
"bingung";1;"katalimbeng";"a";"--";"--";"katalimbeng"
"bintang";1;"béntang";"n";"--";"--";"béntang"
"bintara";1;"bintara";"n";"--";"--";"bintara"
"biru";1;"bulao";"a";"warna";"--";"bulao"
"bisnis";1;"bisnis";"n";"--";"--";"bisnis"
"bisu";1;"pégo";"a";"awak";"--";"pégo"
"blak-blakan";1;"togmol";"ad";"--";"--";"togmol"
"blognya";1;"blogna";"n";"--";"--";"blog"
"blok";1;"blok";"n";"--";"--";"blok"
"bobol";1;"bobok";"a";"--";"--";"bobok"
"bocor";1;"bocor";"a";"--";"--";"bocor"
"bogem";1;"peureup";"n";"awak";"--";"peureup"
"bohong-bohongan";1;"wawadukan";"ad";"--";"--";"waduk"
"bola";1;"bal";"n";"--";"--";"bal"
"bolos";1;"bolos";"v";"--";"--";"bolos"
"boros";1;"awuntah";"a";"--";"--";"awuntah"
"bosan";1;"bosen";"a";"--";"--";"bosen"
"brigade";1;"brigade";"--";"--";"--";"brigade"
"buah";1;"buah";"--";"--";"--";"buah"
"buahnya";1;"buahna";"--";"--";"--";"buah"
"buang";1;"piceun";"v";"--";"--";"piceun"
"buatan";1;"jieunan";"n";"--";"--";"jieun"
"buatan";1;"jieunan";"n";"--";"--";"jieun"
"buaya";1;"buaya";"n";"--";"--";"buaya"
"bubungan";1;"wuwungan";"n";"--";"--";"wuwung"
"budaya";1;"budaya";"n";"--";"--";"budaya"
"bukit";1;"pasir";"n";"topograpi";"--";"pasir"
"bukti";1;"bukti";"n";"--";"--";"bukti"
"buku";1;"buku";"n";"--";"--";"buku"
"bukunya";1;"bukuna";"n";"--";"--";"buku"
"bulan";1;"bulan ";"n";"waktu";"--";"bulan"
"bulanan";1;"bulanan";"n";"waktu";"--";"bulan"
"bulat";1;"buleud";"a";"--";"--";"buleud"
"bumbu";1;"samara";"n";"--";"--";"samara"
"bumi";1;"bumi";"n";"--";"--";"bumi"
"bundaran";1;"bunderan";"n";"--";"--";"bunder"
"bunga";1;"kembang";"n";"--";"--";"kembang"
"bungkam";1;"balem";"v";"--";"--";"balem"
"bungkam";1;"bungkem";"v";"--";"--";"bungkem"
"bungkuk";1;"bongkok";"a";"--";"--";"bongkok"
"bungkus";1;"tungkus";"n";"--";"--";"tungkus"
"bungkus";1;"bungkus";"n";"--";"--";"bungkus"
"bungkusnya";1;"bungkusna";"n";"--";"--";"bungkus"
"bunyi";1;"sada";"n";"--";"--";"sada"
"buram";1;"reueuk";"a";"--";"--";"reueuk"
"buruh";1;"buruh";"n";"--";"--";"buruh"
"buruk";1;"goréng";"a";"--";"--";"goréng"
"burung";1;"manuk";"n";"--";"--";"manuk"
"bus";1;"beus";"n";"--";"--";"beus"
"buta";1;"lolong";"--";"--";"--";"lolong"
"butek";1;"butek";"a";"--";"--";"butek"
"butuhnya";1;"perluna";"--";"--";"--";"perlu"
"cabai";1;"cabé";"n";"--";"--";"cabe"
"cabang";1;"cabang";"n";"--";"--";"cabang"
"cacat";1;"cacad";"a";"--";"--";"cacad"
"cadangan";1;"anco";"n";"--";"--";"anco"
"cadangan";1;"sérép";"n";"--";"--";"sérép"
"cahaya";1;"cahya";"n";"--";"--";"cahya"
"cair";1;"éncér";"a";"--";"--";"éncér"
"cakap";1;"rancagé";"a";"--";"--";"rancagé"
"cakar";1;"koét";"v";"--";"--";"koét"
"cakupan";1;"wengkuan";"n";"--";"--";"wengku"
"calon";1;"calon";"n";"--";"--";"calon"
"cambuk";1;"pecut";"n";"--";"--";"pecut"
"campur";1;"campur";"v";"--";"--";"campur"
"campuran";1;"campuran";"n";"--";"--";"campur"
"canggung";1;"kaku";"a";"--";"--";"kaku"
"cangkul";1;"pacul";"n";"--";"--";"pacul"
"cantik";1;"geulis";"a";"--";"--";"geulis"
"capung";1;"papatong";"n";"sato";"--";"papatong"
"cara";1;"cara";"n";"--";"--";"cara"
"caranya";1;"carana";"n";"--";"--";"cara"
"cari";1;"téang";"v";"--";"--";"téang"
"catatan";1;"catetan";"n";"--";"--";"catet"
"cedera";1;"tatu";"n";"--";"--";"tatu"
"cegukan";1;"sisidueun";"v";"--";"--";"sisidueun"
"cek";1;"cék";"v";"--";"--";"cék"
"cekung";1;"kewung";"a";"--";"--";"kewung"
"celana";1;"calana";"n";"--";"--";"calana"
"cemberut";1;"bangkerut";"a";"--";"--";"bangkerut"
"cemberut";1;"kuraweud";"a";"awak";"--";"kuraweud"
"cemburu";1;"timburu";"a";"--";"--";"timburu"
"cenderung";1;"condong";"a";"--";"--";"condong"
"cepat";1;"gancang";"a";"waktu";"--";"gancang"
"cepat-cepat";1;"buru-buru";"ad";"--";"--";"buru"
"cepatlah";1;"geuwat ";"--";"waktu";"--";"geuwat "
"cerdas";1;"calakan";"a";"--";"--";"calakan"
"cerewet";1;"céréwét";"a";"--";"--";"céréwét"
"ceria";1;"marahmay";"a";"awak";"--";"marahmay"
"cerita";1;"carita";"n";"--";"--";"carita"
"ceriwis";1;"ciriwis";"a";"--";"--";"ciriwis"
"cermin";1;"eunteung";"n";"imah";"--";"eunteung"
"cetak";1;"citak";"v";"--";"--";"citak"
"cetakan";1;"citakan";"n";"--";"--";"citak"
"cetaknya";1;"citakna";"v";"--";"--";"citak"
"cibir";1;"jebi";"v";"--";"--";"jebi"
"cincin";1;"lélépén";"n";"--";"--";"lélépén"
"cinta";1;"tresna";"n";"--";"--";"tresna"
"cinta";1;"cinta";"n";"--";"--";"cinta"
"cinta";1;"asih";"n";"--";"--";"bogoh"
"cintai";1;"cinta";"vi";;;"cinta"
"ciprat";1;"sebrét";"a";"--";"--";"sebrét"
"cipta";1;"cipta";"v";"--";"--";"cipta"
"citra";1;"wangwangan";"--";"--";"--";"wangwang"
"ciut";1;"ngeleper";"a";"--";"--";"keleper"
"coba";1;"coba";"v";"--";"--";"coba"
"cocok";1;"cocog";"a";"--";"--";"cocog"
"coklat";1;"coklat";"a";"warna";"--";"coklat"
"colok";1;"colok";"v";"--";"--";"colok"
"contoh";1;"conto";"n";"--";"--";"conto"
"contohnya";1;"contona";"n";"--";"--";"conto"
"copot";1;"coplok";"a";"--";"--";"coplok"
"cuci";1;"kumbah";"v";"--";"--";"kumbah"
"cukup";1;"cukup";"a";"--";"--";"cukup"
"culik";1;"culik";"v";"--";"--";"culik"
"cungkil";1;"cokél";"v";"--";"--";"cokel"
"curam";1;"nangtawing";"a";"topograpi";"--";"nangtawing"
"dada";1;"harigu";"n";"awak";"--";"harigu"
"dadakan";1;"ngadadak";"a";"--";"--";"dadak"
"daerah";1;"daérah";"n";"--";"--";"daérah"
"daerah";1;"wewengkon";"n";"--";"--";"wewengkon"
"daftar";1;"daptar";"v";"--";"--";"daptar"
"dagang";1;"dagang";"--";"--";"--";"dagang"
"dagangan";1;"dagangan";"--";"--";"--";"dagang"
"daging";1;"daging";"--";"--";"--";"daging"
"dagu";1;"gado";"n";"awak";"--";"gado"
"dahak";1;"reuhak";"n";"awak";"--";"reuhak"
"dahlia";1;"dahlia";"n";"--";"--";"dahlia"
"dalam";1;"jero";"a";"--";"--";"jero"
"dalamnya";1;"jerona";"--";"--";"--";"jero"
"damai";1;"tengtrem";"a";"--";"--";"tengtrem"
"damar";1;"damar";"n";"--";"--";"damar"
"dampak";1;"akibat";"n";"--";"--";"akibat"
"damping";1;"sanding";"v";"--";"--";"sanding"
"dana";1;"dana";"n";"--";"--";"dana"
"dangdut";1;"dangdut";"n";"--";"--";"dangdut"
"dangkal";1;"déét";"a";"--";"--";"deet"
"dapur";1;"pawon";"n";"imah";"--";"pawon"
"darah";1;"getih";"n";"awak";"--";"getih"
"darat";1;"darat";"n";"--";"--";"darat"
"daratan";1;"daratan";"n";"--";"--";"darat"
"dari-nya";1;"ti Mantenna";"--";"agama";"--";"manten"
"dasar";1;"dasar";"n";"--";"--";"dasar"
"dasarnya";1;"dasarna";"n";"--";"--";"dasar"
"data";1;"data";"n";"--";"--";"data"
"data-datanya";1;"data-datana";"n";"--";"--";"data"
"datang";1;"datang";"v";"--";"--";"datang"
"datangnya";1;"datangna";"n";"--";"--";"datang"
"debug";1;"nindes";"--";"--";"--";"nindes"
"dedak";1;"dedek";"n";"--";"--";"dedek"
"dedaunan";1;"dangdaunan";"n";"--";"--";"daun"
"dekade";1;"dékadeu";"n";"waktu";"--";"dékadeu"
"delapan";1;"dalapan";"b";"--";"--";"dalapan"
"delegasi";1;"delegasi";"n";"--";"--";"delegasi"
"delta";1;"bungin";"n";"topograpi";"--";"bungin"
"demografi";1;"démografi";"n";"élmu";"--";"démografi"
"demokrasi";1;"démokrasi";"n";"--";"--";"démokrasi"
"demokrat";1;"démokrat";"n";"--";"--";"démokrat"
"demokratis";1;"demokratis";"a";"--";"--";"demokratis"
"dengar";1;"déngé";"vi";"--";"--";"dangu"
"dengarkan";1;"déngékeun";"vi";"--";"--";"dangu"
"depannya";1;"hareupeunana";"--";"--";"--";"hareup"
"depot";1;"dépot";"n";"--";"--";"dépot"
"dermawan";1;"balabah";"a";"--";"--";"balabah"
"desa";1;"désa";"n";"--";"--";"désa"
"desain";1;"desain";"n";"--";"--";"desain"
"desainnya";1;"desainna";"n";"--";"--";"desain"
"desember";1;"désémber";"n";"waktu";"--";"désémber"
"detail";1;"rinci";"a";"--";"--";"rinci"
"detik";1;"detik";"n";"--";"--";"detik"
"devisa";1;"dévisa";"n";"--";"--";"dévisa"
"dewa";1;"déwa";"n";"--";"--";"déwa"
"dewan";1;"déwan";"n";"--";"--";"déwan"
"déwasa";1;"sawawa";"a";"--";"--";"sawawa"
"diacungi";1;"diacungan";"vp";"--";"--";"acung"
"diadakan";1;"diayakeun";"vp";"--";"--";"aya"
"diadakannya";1;"diayakeunana";"vp";"--";"--";"aya"
"diadili";1;"diadilan";"vp";"--";"--";"adil"
"diadopsi";1;"diadopsi";"vp";"--";"--";"adopsi"
"diadukan";1;"dilaporkeun";"vp";"--";"--";"adu"
"diagram";1;"diagram";"n";"--";"--";"diagram"
"diajak";1;"diajak";"vp";"--";"--";"ajak"
"diakhiri";1;"ditungtungan";"vp";"--";"--";"tungtung"
"diakhiri";1;"dipungkas";"vp";"--";"--";"pungkas"
"diakibatkan";1;"dibalukarkeun";"vp";"--";"--";"balukar"
"diaktifkan";1;"diaktifkeun";"vp";"--";"--";"aktif"
"diakui";1;"diaku";"vp";"--";"--";"aku"
"diakuinya";1;"diaku";"vp";"--";"--";"aku"
"dialami";1;"dialaman";"vp";"--";"--";"alam"
"dialaminya";1;"kaalaman ku manéhna";"vp";"--";"--";"alam"
"dialihkan";1;"dipindahkeun";"vp";"--";"--";"pindah"
"diam";1;"cicing";"v";"--";"--";"cicing"
"diam-diam";1;"rerencepan";"ad";"--";"--";"rencep"
"diambil";1;"dicokot";"vp";"--";"--";"cokot"
"dianggap";1;"dianggap";"vp";"--";"--";"anggap"
"dianggarkan";1;"dianggarkeun";"vp";"--";"--";"anggar"
"diangkat";1;"diangkat";"vp";"--";"--";"angkat"
"diangkut";1;"dikunjal";"vp";"--";"--";"kunjal"
"diantaranya";1;"diantarana";"--";"--";"--";"antara"
"dianut";1;"dianut";"vp";"--";"--";"anut"
"diarahkan";1;"diarahkeun";"vp";"--";"--";"arah"
"diartikan";1;"diartikeun";"vp";"--";"--";"arti"
"diasosiasikan";1;"diasosiasikeun";"vp";"--";"--";"asosiasi"
"diatasi";1;"ditungkulan";"vp";"--";"--";"tungkul"
"diatur";1;"diatur";"vp";"--";"--";"atur"
"diawali";1;"dimimitian";"vp";"--";"--";"mimiti"
"dibagi";1;"dibagi";"vp";"--";"--";"bagi"
"dibagikan";1;"dibagikeun";"vp";"--";"--";"bagi"
"dibahas";1;"dibahas";"vp";"--";"--";"bahas"
"dibajak";1;"dibajo";"vp";"--";"--";"bajo"
"dibakukan";1;"dibakukeun";"vp";"--";"--";"baku"
"dibalas";1;"diganjar";"vp";"--";"--";"ganjar"
"dibanding";1;"dibandingkeun";"vp";"--";"--";"banding"
"dibandingkan";1;"dibandingkeun";"vp";"--";"--";"banding"
"dibangun";1;"diwangun";"vp";"--";"--";"wangun"
"dibantu";1;"dibantuan";"vp";"--";"--";"bantu"
"dibatasi";1;"diwatesan";"vp";"--";"--";"wates"
"dibawa";1;"dibawa";"vp";"--";"--";"bawa"
"dibebani";1;"dibeungbeuratan";"vp";"--";"--";"beurat"
"dibebaskan";1;"dileupaskeun";"vp";"--";"--";"leupas"
"dibeda-bedakan";1;"dibéda-bédakeun";"vp";"--";"--";"béda"
"dibedakan";1;"dibédakeun";"vp";"--";"--";"béda"
"dibekuk";1;"ditéwak";"vp";"--";"--";"téwak"
"dibeli";1;"dibeuli";"vp";"--";"--";"beuli"
"dibenarkan";1;"dibenerkeun";"vp";"--";"--";"bener"
"dibentuk";1;"dijieun";"vp";"--";"--";"jieun"
"dibentuknya";1;"diwangunna";"vp";"--";"--";"wangun"
"diberantas";1;"ditumpes";"vp";"--";"--";"tumpes"
"diberhentikan";1;"dieureunkeun";"vp";"--";"--";"eureun"
"diberi";1;"dibéré";"vp";"--";"--";"béré"
"diberikan";1;"dibikeun";"vp";"--";"--";"bikeun"
"diberitahu";1;"dibéré nyaho";"vp";"--";"--";"nyaho"
"diberitahukan";1;"dibéjakeun";"vp";"--";"--";"béja"
"dibersihkan";1;"dibersihkeun";"vp";"--";"--";"bersih"
"dibiarkan";1;"diingkeun";"vp";"--";"--";"ingkeun"
"dibiasakan";1;"dibiasakeun";"vp";"--";"--";"biasa"
"dibicarakan";1;"diomongkeun";"vp";"--";"--";"omong"
"dibidik";1;"dikécéng";"vp";"--";"--";"kécéng"
"dibilang";1;"diitung";"vp";"--";"--";"itung"
"diboncengi";1;"diboncéngan";"vp";"--";"--";"boncéng"
"dibongkar";1;"dirakrak";"vp";"--";"--";"rakrak"
"dibuang";1;"dipiceun";"vp";"--";"--";"piceun"
"dibuat";1;"dijieun";"vp";"--";"--";"jieun"
"dibuatkan";1;"dipangnyieunkeun";"vp";"--";"--";"jieun"
"dibuktikan";1;"dibuktikeun";"vp";"--";"--";"bukti"
"dibungkus";1;"dibungkus";"vp";"--";"--";"bungkus"
"dibutuhkan";1;"diperlukeun";"vp";"--";"--";"perlu"
"dicampur";1;"dicampur";"vp";"--";"--";"campur"
"dicanangkan";1;"diémbarkeun";"vp";"--";"--";"émbar"
"dicanangkanlah";1;"diémbarkeun";"vp";"--";"--";"émbar"
"dicapai";1;"dihontal";"vp";"--";"--";"hontal"
"dicari";1;"ditéang";"vp";"--";"--";"téang"
"dicatat";1;"dicatet";"vp";"--";"--";"catet"
"dicatatkan";1;"dicatetkeun";"vp";"--";"--";"catet"
"dicicil";1;"dicicil";"vp";"--";"--";"cicil"
"diciptakan";1;"diciptakeun";"vp";"--";"--";"cipta"
"diciptakannya";1;"diciptakeunana";"vp";"--";"--";"cipta"
"dicoba";1;"dicoba";"vp";"--";"--";"coba"
"dicopot";1;"dicoplok";"vp";"--";"--";"coplok"
"didahulukan";1;"diheulakeun";"vp";"--";"--";"heula"
"didampingi";1;"diréndéngan";"vp";"--";"--";"réndéng"
"didapat";1;"dipibanda";"vp";"--";"--";"banda"
"didapatkan";1;"beunang";"vp";"--";"--";"beunang"
"didasari";1;"dumasar";"vp";"--";"--";"dumasar"
"didekati";1;"dideukeutan";"vp";"--";"--";"deukeut"
"didesak";1;"didesek";"vp";"--";"--";"desek"
"didikan";1;"atikan";"n";"--";"--";"atik"
"didiskusikan";1;"dibadamikeun";"vp";"--";"--";"badami"
"didorong";1;"disurungkeun";"vp";"--";"--";"surung"
"diduga";1;"disangka";"vp";"--";"--";"sangka"
"diduga";1;"disangka";"vp";"--";"--";"sangka"
"dukung";1;"rojong";"vi";"--";"--";"rojong"
"didukung";1;"dirojong";"vp";"--";"--";"rojong"
"diekstradisi";1;"diékstradisi";"vp";"--";"--";"ékstrasi"
"diganjar";1;"ginanjar";"vp";"--";"--";"ginanjar"
"diganti";1;"digantian";"vp";"--";"--";"ganti"
"digantikan";1;"digantikeun";"vp";"--";"--";"ganti"
"digantung";1;"digantung";"vp";"--";"--";"gantung"
"digelar";1;"dilaksanakeun";"vp";"--";"--";"laksana"
"digelorakan";1;"digalurakeun";"vp";"--";"--";"galura"
"digerebeg";1;"digerebeg";"vp";"--";"--";"gerebeg"
"digeser-geser";1;"digésér-gésér";"vp";"--";"--";"gésér"
"digiling";1;"digiling";"vp";"--";"--";"giling"
"digital";1;"digital";"a";"--";"--";"gital"
"digonggongi";1;"digogogan";"vp";"--";"--";"gogog"
"digoreng";1;"digoréng";"vp";"--";"--";"goréng"
"digugah";1;"dihudang";"vp";"--";"--";"hudang"
"digulingkan";1;"digulingkeun";"vp";"--";"--";"guling"
"digunakan";1;"dipaké";"vp";"--";"--";"paké"
"digunakannya";1;"dipakéna";"vp";"--";"--";"pakéna"
"dihadapi";1;"disanghareupan";"vp";"--";"--";"sanghareup"
"dihadiahi";1;"dikadoan";"vp";"--";"--";"kadoan"
"dihadiran";1;"diluuhan";"vp";"--";"--";"luuhan"
"dihadiri";1;"dihadiran";"vp";"--";"--";"hadir"
"diharapkan";1;"diharepkeun";"vp";"--";"--";"harep"
"dihasilkan";1;"dihasilkeun";"vp";"--";"--";"hasil"
"dihentikan";1;"dieureunkeun";"vp";"--";"--";"eureun"
"dihiasi";1;"dipapaésan";"vp";"--";"--";"paés"
"dihitung";1;"diitung";"vp";"--";"--";"itung"
"dihormati";1;"dipihormat";"vp";"--";"--";"hormat"
"dihubungi";1;"dihubungan";"vp";"--";"--";"hubung"
"dihukum";1;"dihukum";"vp";"--";"--";"hukum"
"dihuni";1;"dicicingan";"vp";"--";"--";"cicing"
"diikuti";1;"dituturkeun";"vp";"--";"--";"tutur"
"diingat";1;"diinget";"vp";"--";"--";"inget"
"diingatkan";1;"diingetan";"v";"--";"--";"inget"
"diinjak";1;"diidek";"vp";"--";"--";"idek"
"diiringi";1;"dipirig";"vp";"--";"--";"pirig"
"diisi";1;"dieusi";"vp";"--";"--";"eusi"
"diizinkan";1;"diidinan";"vp";"--";"--";"idin"
"dijadikan";1;"dijadikeun";"vp";"--";"--";"jadi"
"dijadikan-nya";1;"dijadikeun-Na";"vp";"--";"--";"jadi"
"dijahit";1;"dikaput";"vp";"--";"--";"kaput"
"dijalankan";1;"dijalankeun";"vp";"--";"--";"jalan"
"dijangjikan";1;"dijangjian";"vp";"--";"--";"jangji"
"dijawab";1;"ditémbalan";"vp";"--";"--";"témbal"
"dijebloskan";1;"diasupkeun";"vp";"--";"--";"asup"
"dijelaskan";1;"dijelaskeun";"vp";"--";"--";"jelas"
"dijemput";1;"dijemput";"vp";"--";"--";"jemput"
"dijual";1;"dijual";"vp";"--";"--";"jual"
"dijuluki";1;"katelahna";"vp";"--";"--";"katelah"
"dijumpai";1;"ditepungan";"vp";"--";"--";"tepung"
"dijunjung";1;"dijungjung";"vp";"--";"--";"jungjung"
"dikaitkan";1;"dikaitkeun";"vp";"--";"--";"kait"
"dikalahkan";1;"diéléhkeun";"vp";"--";"--";"éléh"
"dikantongi";1;"dikantongan";"vp";"--";"--";"kantong"
"dikasih";1;"dibéré";"vp";"--";"--";"béré"
"dikatakan";1;"disebutkeun";"vp";"--";"--";"sebut"
"dikecam";1;"dicempad";"vp";"--";"--";"cempad"
"dikejar";1;"diudag";"vp";"--";"--";"udag"
"dikejar-kejar";1;"diudag-udag";"vp";"--";"--";"udag"
"dikelola";1;"dikokolakeun";"vp";"--";"--";"kokola"
"dikeluarkan";1;"dikaluarkeun";"vp";"--";"--";"kaluar"
"dikemanakan";1;"dikamanakeun";"vp";"--";"--";"kamana"
"dikembalikan";1;"dipulangkeun";"vp";"--";"--";"pulang"
"dikemukakan";1;"diungkabkeun";"vp";"--";"--";"ungkab"
"dikenal";1;"dipikawanoh";"vp";"--";"--";"wanoh"
"dikenali";1;"dipikawanoh";"vp";"--";"--";"wanoh"
"dikendalikan";1;"dikadalikeun";"vp";"--";"--";"kadali"
"dikendarai";1;"ditumpakan";"vp";"--";"--";"tumpak"
"dikepung";1;"ditingker";"vp";"--";"--";"tingker"
"dikerahkan";1;"dikaluarkeun";"vp";"--";"--";"kaluar"
"dikeringkan";1;"digaringkeun";"vp";"--";"--";"garing"
"dikerjakan";1;"dipigawé";"vp";"--";"--";"gawé"
"dikerumuni";1;"digembrong";"vp";"--";"--";"gembrong"
"diketahui";1;"dipikanyaho";"vp";"--";"--";"nyaho"
"diketuai";1;"dipupuhuan";"vp";"--";"--";"puhu"
"dikirim";1;"dikirim";"vp";"--";"--";"kirim"
"dikirimkan";1;"dikirimkeun";"vp";"--";"--";"kirim"
"diklat";1;"diklat";"n";"--";"--";"diklat"
"dikompilasi";1;"dikompilasi";"vp";"--";"--";"kompilasi"
"dikontrak";1;"dikontrak";"vp";"--";"--";"kontrak"
"dikontrakkan";1;"dikontrakkeun";"vp";"--";"--";"kontrak"
"dikoordinasikan";1;"dikoordinasikeun";"vp";"--";"--";"koordinasi"
"dikorek-korek";1;"dikorék-korék";"vp";"--";"--";"korék"
"dikoreksi";1;"dibenerkeun";"vp";"--";"--";"bener"
"dikosongkan";1;"dikosongkeun";"vp";"--";"--";"kosong"
"dikuasai";1;"dikawasa";"vp";"--";"--";"kawasa"
"dikuasainya";1;"dikawasana";"vp";"--";"--";"kawasa"
"dikunjungi";1;"didatangan";"vp";"--";"--";"datang"
"dikuras";1;"dibedahkeun";"vp";"--";"--";"bedah"
"dilakoni";1;"dilakonan";"vp";"--";"--";"lakon"
"dilaksanakan";1;"dilaksanakeun";"vp";"--";"--";"laksana"
"dilakukan";1;"dipigawé";"vp";"--";"--";"laku"
"dilakukannya";1;"dipigawé ku manéhna";"vp";"--";"--";"gawé"
"dilalui";1;"diliwatan";"vp";"--";"--";"liwat"
"dilancarkan";1;"dilancarkeun";"vp";"--";"--";"lancar"
"dilanda";1;"katandangan";"vp";"--";"--";"tandang"
"dilandasi";1;"dumasar kana";"vp";"--";"--";"dumasar kana"
